date,season,player_name,nba_team,contract_type,year,season_id,season_type,team_id,player_id,position,total_games_played,total_games_started,total_minutes,total_field_goals_made,total_field_goals_att,total_field_goals_pct,total_two_points_made,total_two_points_att,total_two_points_pct,total_three_points_made,total_three_points_att,total_three_points_pct,total_blocked_att,total_free_throws_made,total_free_throws_att,total_free_throws_pct,total_offensive_rebounds,total_defensive_rebounds,total_rebounds,total_assists,total_turnovers,total_assists_turnover_ratio,total_steals,total_blocks,total_personal_fouls,total_tech_fouls,total_points,total_flagrant_fouls,total_ejections,total_foulouts,total_tech_fouls_non_unsportsmanlike,total_true_shooting_att,total_true_shooting_pct,total_efficiency,total_field_goals_at_rim_made,total_field_goals_at_rim_att,total_field_goals_at_rim_pct,total_field_goals_at_midrange_made,total_field_goals_at_midrange_att,total_field_goals_at_midrange_pct,total_usage_pct,avg_minutes,avg_points,avg_off_rebounds,avg_def_rebounds,avg_rebounds,avg_assists,avg_steals,avg_blocks,avg_turnovers,avg_personal_fouls,avg_flagrant_fouls,avg_blocked_att,avg_field_goals_made,avg_field_goals_att,avg_three_points_made,avg_three_points_att,avg_free_throws_made,avg_free_throws_att,avg_two_points_made,avg_two_points_att,avg_efficiency,avg_true_shooting_att,games_played,minutes,points,assists,rebounds,steals,blocks,turnovers,fgm,fga,tpm,tpa,ftm,fta
2021-12-31,2021-22,Chris Silva,Miami Heat,Three or more 10-day contracts (only 1st date is shown),2021,2021.0,REG,36ab932e-ab25-4b82-8133-ea5aed2f6a02,f1aebb19-bb87-4180-9ea7-4af99735c76a,F,17.0,15.0,464.0,100.0,178.0,0.562,100.0,175.0,0.571,0.0,3.0,0.0,13.0,54.0,72.0,0.75,43.0,117.0,160.0,54.0,48.0,1.13,10.0,19.0,62.0,1.0,298.0,1.0,0.0,0.0,0.0,209.68,0.711,397.0,37.0,61.0,0.607,16.0,28.0,0.571,24.03,27.3,17.5,2.53,6.88,9.41,3.2,0.59,1.12,2.82,3.65,0.06,0.76,5.88,10.47,0.0,0.18,3.18,4.24,5.88,10.29,23.35,12.33,17.0,464.0,298.0,54.0,160.0,10.0,19.0,48.0,100.0,178.0,0.0,3.0,54.0,72.0
2021-12-21,2021-22,Chris Silva,Minnesota Timberwolves,10-day contract,2021,2021.0,REG,36ab932e-ab25-4b82-8133-ea5aed2f6a02,f1aebb19-bb87-4180-9ea7-4af99735c76a,F,17.0,15.0,464.0,100.0,178.0,0.562,100.0,175.0,0.571,0.0,3.0,0.0,13.0,54.0,72.0,0.75,43.0,117.0,160.0,54.0,48.0,1.13,10.0,19.0,62.0,1.0,298.0,1.0,0.0,0.0,0.0,209.68,0.711,397.0,37.0,61.0,0.607,16.0,28.0,0.571,24.03,27.3,17.5,2.53,6.88,9.41,3.2,0.59,1.12,2.82,3.65,0.06,0.76,5.88,10.47,0.0,0.18,3.18,4.24,5.88,10.29,23.35,12.33,17.0,464.0,298.0,54.0,160.0,10.0,19.0,48.0,100.0,178.0,0.0,3.0,54.0,72.0
2021-12-29,2021-22,Chris Clemons,Atlanta Hawks,10-day contract,2021,2021.0,REG,5902b793-b75b-4707-b065-3a76f0314715,a5ea6942-b745-4e7c-85a6-9bdae8fb6254,G,26.0,19.0,866.0,210.0,471.0,0.446,102.0,211.0,0.483,108.0,260.0,0.415,16.0,59.0,75.0,0.787,19.0,136.0,155.0,163.0,76.0,2.14,42.0,6.0,70.0,2.0,620.0,0.0,0.0,1.0,0.0,504.0,0.615,633.0,48.0,62.0,0.774,25.0,68.0,0.368,29.08,33.3,23.8,0.73,5.23,5.96,6.3,1.62,0.23,2.92,2.69,0.0,0.62,8.08,18.12,4.15,10.0,2.27,2.88,3.92,8.12,24.35,19.38,26.0,866.0,620.0,163.0,155.0,42.0,6.0,76.0,210.0,471.0,108.0,260.0,59.0,75.0
2021-12-23,2021-22,Cheick Diallo,Detroit Pistons,10-day contract,2021,2021.0,REG,452c9579-2fea-4534-8d18-5c701c8912db,39a7144e-c387-4837-959e-165ef67b42cc,F-C,32.0,16.0,719.0,195.0,295.0,0.661,194.0,288.0,0.674,1.0,7.0,0.143,28.0,48.0,59.0,0.814,95.0,257.0,352.0,36.0,47.0,0.77,18.0,38.0,76.0,0.0,463.0,0.0,0.0,0.0,0.0,320.96,0.721,749.0,112.0,139.0,0.806,2.0,13.0,0.154,21.63,22.5,14.5,2.97,8.03,11.0,1.1,0.56,1.19,1.47,2.38,0.0,0.88,6.09,9.22,0.03,0.22,1.5,1.84,6.06,9.0,23.41,10.03,32.0,719.0,463.0,36.0,352.0,18.0,38.0,47.0,195.0,295.0,1.0,7.0,48.0,59.0
2021-12-27,2021-22,Chaundee Brown,Atlanta Hawks,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-25,2020-21,Charlie Brown,Oklahoma City Thunder,Two 10-day contracts followed by signing for the rest of season,2021,2021.0,REG,67a79348-041a-45f6-bb12-722d38dc8dbf,0e931cf0-f64d-4a48-9c4c-08aebceeb23a,G,10.0,9.0,295.0,56.0,134.0,0.418,36.0,80.0,0.45,20.0,54.0,0.37,3.0,16.0,19.0,0.842,15.0,49.0,64.0,23.0,21.0,1.1,12.0,8.0,17.0,3.0,159.0,0.0,0.0,1.0,0.0,142.36,0.558,164.0,21.0,36.0,0.583,7.0,21.0,0.333,22.82,29.5,15.9,1.5,4.9,6.4,2.3,1.2,0.8,2.1,1.7,0.0,0.3,5.6,13.4,2.0,5.4,1.6,1.9,3.6,8.0,16.4,14.24,10.0,295.0,159.0,23.0,64.0,12.0,8.0,21.0,56.0,134.0,20.0,54.0,16.0,19.0
2021-12-23,2021-22,Charlie Brown,Dallas Mavericks,10-day contract,2021,2021.0,REG,67a79348-041a-45f6-bb12-722d38dc8dbf,0e931cf0-f64d-4a48-9c4c-08aebceeb23a,G,10.0,9.0,295.0,56.0,134.0,0.418,36.0,80.0,0.45,20.0,54.0,0.37,3.0,16.0,19.0,0.842,15.0,49.0,64.0,23.0,21.0,1.1,12.0,8.0,17.0,3.0,159.0,0.0,0.0,1.0,0.0,142.36,0.558,164.0,21.0,36.0,0.583,7.0,21.0,0.333,22.82,29.5,15.9,1.5,4.9,6.4,2.3,1.2,0.8,2.1,1.7,0.0,0.3,5.6,13.4,2.0,5.4,1.6,1.9,3.6,8.0,16.4,14.24,10.0,295.0,159.0,23.0,64.0,12.0,8.0,21.0,56.0,134.0,20.0,54.0,16.0,19.0
2021-12-25,2021-22,Cat Barber,Atlanta Hawks,10-day contract,2021,2021.0,REG,68b3b75b-6d7f-437f-b450-bcd5d0727fa5,2bf5b2c8-fc77-4d0a-aaaa-7cd6ca419337,G,28.0,27.0,1012.0,238.0,505.0,0.471,184.0,378.0,0.487,54.0,127.0,0.425,38.0,70.0,105.0,0.667,17.0,98.0,115.0,228.0,82.0,2.78,32.0,2.0,63.0,5.0,644.0,0.0,0.0,0.0,0.0,551.2,0.584,637.0,81.0,129.0,0.628,70.0,155.0,0.452,26.55,36.1,23.0,0.61,3.5,4.11,8.1,1.14,0.07,2.93,2.25,0.0,1.36,8.5,18.04,1.93,4.54,2.5,3.75,6.57,13.5,22.75,19.69,28.0,1012.0,644.0,228.0,115.0,32.0,2.0,82.0,238.0,505.0,54.0,127.0,70.0,105.0
2021-12-25,2021-22,Cassius Stanley,Detroit Pistons,Three or more 10-day contracts (only 1st date is shown),2021,2021.0,REG,452c9579-2fea-4534-8d18-5c701c8912db,ed29a347-c9df-4942-8533-ebaec221838c,G,24.0,24.0,698.0,117.0,272.0,0.43,71.0,152.0,0.467,46.0,120.0,0.383,24.0,21.0,30.0,0.7,29.0,67.0,96.0,28.0,16.0,1.75,17.0,14.0,52.0,0.0,314.0,0.0,0.0,0.0,0.0,285.2,0.55,289.0,39.0,63.0,0.619,2.0,13.0,0.154,18.23,29.1,13.1,1.21,2.79,4.0,1.2,0.71,0.58,0.67,2.17,0.0,1.0,4.88,11.33,1.92,5.0,0.88,1.25,2.96,6.33,12.04,11.88,24.0,698.0,314.0,28.0,96.0,17.0,14.0,16.0,117.0,272.0,46.0,120.0,21.0,30.0
2021-12-23,2021-22,Carlik Jones,Dallas Mavericks,10-day contract,2021,2021.0,REG,cb42985c-2c08-4540-8b89-ea4d0b84958e,c6cd235f-3872-4064-ba88-fa0a14c16b6a,G,33.0,33.0,1184.0,255.0,551.0,0.463,219.0,437.0,0.501,36.0,114.0,0.316,58.0,109.0,133.0,0.82,25.0,126.0,151.0,270.0,93.0,2.9,39.0,9.0,52.0,1.0,696.0,0.0,0.0,0.0,0.0,609.52,0.571,752.0,110.0,156.0,0.705,44.0,111.0,0.396,26.2,35.9,21.1,0.76,3.82,4.58,8.2,1.18,0.27,2.82,1.58,0.0,1.76,7.73,16.7,1.09,3.45,3.3,4.03,6.64,13.24,22.79,18.47,33.0,1184.0,696.0,270.0,151.0,39.0,9.0,93.0,255.0,551.0,36.0,114.0,109.0,133.0
2021-05-14,2020-21,Cameron Reynolds,Houston Rockets,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-26,2020-21,Cameron Reynolds,San Antonio Spurs,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-10,2020-21,Cameron Oliver,Houston Rockets,10-day contract,2021,2021.0,REG,0a3d428b-572a-4a94-b716-8c1297c53d8e,95fce06c-0cef-48bf-a925-bfe9cff69a4e,F,11.0,2.0,256.0,57.0,102.0,0.559,49.0,76.0,0.645,8.0,26.0,0.308,4.0,12.0,18.0,0.667,19.0,54.0,73.0,28.0,17.0,1.65,13.0,13.0,30.0,2.0,140.0,0.0,0.0,0.0,0.0,109.92,0.637,199.0,35.0,44.0,0.795,2.0,11.0,0.182,20.87,23.3,12.7,1.73,4.91,6.64,2.5,1.18,1.18,1.55,2.73,0.0,0.36,5.18,9.27,0.73,2.36,1.09,1.64,4.45,6.91,18.09,9.99,11.0,256.0,140.0,28.0,73.0,13.0,13.0,17.0,57.0,102.0,8.0,26.0,12.0,18.0
2021-12-29,2021-22,Cameron Oliver,Atlanta Hawks,10-day contract,2021,2021.0,REG,0a3d428b-572a-4a94-b716-8c1297c53d8e,95fce06c-0cef-48bf-a925-bfe9cff69a4e,F,11.0,2.0,256.0,57.0,102.0,0.559,49.0,76.0,0.645,8.0,26.0,0.308,4.0,12.0,18.0,0.667,19.0,54.0,73.0,28.0,17.0,1.65,13.0,13.0,30.0,2.0,140.0,0.0,0.0,0.0,0.0,109.92,0.637,199.0,35.0,44.0,0.795,2.0,11.0,0.182,20.87,23.3,12.7,1.73,4.91,6.64,2.5,1.18,1.18,1.55,2.73,0.0,0.36,5.18,9.27,0.73,2.36,1.09,1.64,4.45,6.91,18.09,9.99,11.0,256.0,140.0,28.0,73.0,13.0,13.0,17.0,57.0,102.0,8.0,26.0,12.0,18.0
2021-12-26,2021-22,Cameron McGriff,Portland Trail Blazers,10-day contract,2021,2021.0,REG,e74de5ce-3e98-4414-afe5-b56a90e527a2,c4ac5395-6918-4be4-9ac7-063fe3253e22,F,29.0,3.0,682.0,123.0,290.0,0.424,71.0,131.0,0.542,52.0,159.0,0.327,13.0,35.0,48.0,0.729,35.0,129.0,164.0,47.0,39.0,1.21,25.0,10.0,76.0,2.0,358.0,1.0,0.0,0.0,0.0,311.12,0.575,385.0,41.0,58.0,0.707,9.0,24.0,0.375,23.24,23.5,12.3,1.21,4.45,5.66,1.6,0.86,0.34,1.34,2.62,0.03,0.45,4.24,10.0,1.79,5.48,1.21,1.66,2.45,4.52,13.28,10.73,29.0,682.0,358.0,47.0,164.0,25.0,10.0,39.0,123.0,290.0,52.0,159.0,35.0,48.0
2021-12-20,2021-22,C.J. Miles,Boston Celtics,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-26,2021-22,Brandon Williams,Portland Trail Blazers,10-day contract,2021,2021.0,REG,4dc54726-0738-413b-98b1-5b90dfe99aae,5504e9ce-46d6-41c1-a39b-7759aed0f031,G,13.0,11.0,430.0,100.0,217.0,0.461,73.0,142.0,0.514,27.0,75.0,0.36,10.0,42.0,49.0,0.857,5.0,46.0,51.0,86.0,42.0,2.05,10.0,8.0,27.0,1.0,296.0,0.0,0.0,0.0,0.0,238.56,0.62,285.0,27.0,39.0,0.692,9.0,22.0,0.409,28.74,33.1,22.8,0.38,3.54,3.92,6.6,0.77,0.62,3.23,2.08,0.0,0.77,7.69,16.69,2.08,5.77,3.23,3.77,5.62,10.92,21.92,18.35,13.0,430.0,296.0,86.0,51.0,10.0,8.0,42.0,100.0,217.0,27.0,75.0,42.0,49.0
2021-12-23,2021-22,Brandon Knight,Dallas Mavericks,Two 10-day contracts (only 1st date is shown),2021,2021.0,REG,e8112bd9-3694-4e38-a372-55e6398d488a,72f93590-ebeb-411d-a6e2-a8a73a338bd4,G,10.0,4.0,263.0,49.0,126.0,0.389,31.0,66.0,0.47,18.0,60.0,0.3,1.0,15.0,22.0,0.682,4.0,28.0,32.0,45.0,30.0,1.5,6.0,1.0,20.0,1.0,141.0,0.0,0.0,0.0,0.0,135.68,0.52,111.0,15.0,24.0,0.625,3.0,12.0,0.25,28.04,26.3,14.1,0.4,2.8,3.2,4.5,0.6,0.1,3.0,2.0,0.0,0.1,4.9,12.6,1.8,6.0,1.5,2.2,3.1,6.6,11.1,13.57,10.0,263.0,141.0,45.0,32.0,6.0,1.0,30.0,49.0,126.0,18.0,60.0,15.0,22.0
2021-12-31,2021-22,Brandon Goodwin,Cleveland Cavaliers,10-day contract,2021,2021.0,REG,de15d563-8e6b-4f3d-ba47-9dfb6fc51222,ecbf8245-eafe-4510-87b2-8f5b6dca7b8b,G,3.0,1.0,101.0,23.0,57.0,0.404,16.0,32.0,0.5,7.0,25.0,0.28,2.0,6.0,9.0,0.667,0.0,15.0,15.0,16.0,12.0,1.33,4.0,0.0,7.0,0.0,61.0,0.0,0.0,0.0,0.0,60.96,0.5,47.0,11.0,14.0,0.786,1.0,5.0,0.2,31.45,33.7,20.3,0.0,5.0,5.0,5.3,1.33,0.0,4.0,2.33,0.0,0.67,7.67,19.0,2.33,8.33,2.0,3.0,5.33,10.67,15.67,20.32,3.0,101.0,61.0,16.0,15.0,4.0,0.0,12.0,23.0,57.0,7.0,25.0,6.0,9.0
2021-12-29,2021-22,Brad Wanamaker,Washington Wizards,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-17,2021-22,B.J. Johnson,Orlando Magic,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-20,2020-21,Austin Rivers,Denver Nuggets,10-day contract followed by signing for the rest of season,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-30,2021-22,Aric Holman,Miami Heat,10-day contract,2021,2021.0,REG,0f009580-dda8-4080-aa43-5d58a17028f6,f2e06e58-2073-4bfa-995b-2a7d0496408f,F-C,31.0,9.0,732.0,132.0,349.0,0.378,75.0,146.0,0.514,57.0,203.0,0.281,11.0,25.0,32.0,0.781,49.0,134.0,183.0,71.0,48.0,1.48,25.0,53.0,56.0,2.0,359.0,0.0,0.0,0.0,0.0,363.08,0.494,419.0,44.0,65.0,0.677,4.0,22.0,0.182,23.63,23.6,11.6,1.58,4.32,5.9,2.3,0.81,1.71,1.55,1.81,0.0,0.35,4.26,11.26,1.84,6.55,0.81,1.03,2.42,4.71,13.52,11.71,31.0,732.0,359.0,71.0,183.0,25.0,53.0,48.0,132.0,349.0,57.0,203.0,25.0,32.0
2021-04-12,2020-21,Anthony Tolliver,Philadelphia 76ers,Two 10-day contracts followed by signing for the rest of season,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-26,2021-22,Anthony Tolliver,New Orleans Pelicans,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-26,2020-21,Andre Roberson,Brooklyn Nets,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-04,2020-21,Anderson Varejao,Cleveland Cavaliers,Two 10-day contracts (only 1st date is shown),2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-22,2020-21,Alize Johnson,Brooklyn Nets,Two 10-day contracts followed by signing for the rest of season,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-28,2021-22,Alize Johnson,Washington Wizards,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-10,2021-22,Alfonzo McKinnie,Chicago Bulls,10-day contract followed by signing for the rest of season,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-17,2021-22,Aleem Ford,Orlando Magic,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-25,2021-22,Al-Farouq Aminu,Boston Celtics,10-day contract,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-31,2021-22,Ahmad Caver,Indiana Pacers,10-day contract,2021,2021.0,REG,4e26f748-e98f-412e-9c27-f04b255e7f25,0864a47a-f06f-4450-b32c-96500e0a078d,G,29.0,29.0,1063.0,172.0,417.0,0.412,145.0,322.0,0.45,27.0,95.0,0.284,34.0,72.0,99.0,0.727,27.0,139.0,166.0,243.0,77.0,3.16,53.0,18.0,59.0,1.0,484.0,1.0,0.0,0.0,0.0,460.56,0.525,615.0,53.0,96.0,0.552,23.0,64.0,0.359,21.85,36.7,16.7,0.93,4.79,5.72,8.4,1.83,0.62,2.66,2.03,0.03,1.17,5.93,14.38,0.93,3.28,2.48,3.41,5.0,11.1,21.21,15.88,29.0,1063.0,484.0,243.0,166.0,53.0,18.0,77.0,172.0,417.0,27.0,95.0,72.0,99.0
2021-12-17,2021-22,Admiral Schofield,Orlando Magic,Two 10-day contracts (only 1st date is shown),2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-22,2021-22,Ade Murkey,Sacramento Kings,10-day contract,2021,2021.0,REG,b971b187-c542-4b76-9548-114acc564e05,a226ac93-f81e-4c70-b699-5a47a15eb115,F,33.0,31.0,1068.0,148.0,357.0,0.415,79.0,168.0,0.47,69.0,189.0,0.365,22.0,35.0,48.0,0.729,33.0,137.0,170.0,62.0,37.0,1.68,32.0,32.0,74.0,0.0,426.0,1.0,0.0,0.0,0.0,378.12,0.563,463.0,43.0,69.0,0.623,7.0,21.0,0.333,17.85,32.4,12.9,1.0,4.15,5.15,1.9,0.97,0.97,1.12,2.24,0.03,0.67,4.48,10.82,2.09,5.73,1.06,1.45,2.39,5.09,14.03,11.46,33.0,1068.0,426.0,62.0,170.0,32.0,32.0,37.0,148.0,357.0,69.0,189.0,35.0,48.0
2020-02-08,2019-20,Zach Norvell,Golden State Warriors,10-day contract,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,2019-20,Tyler Cook,Cleveland Cavaliers,Two 10-day contracts (only 1st date is shown),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-15,2019-20,Timothe Luwawu-Cabarrot,Brooklyn Nets,Two 10-day contracts followed by signing for the rest of season,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,2019-20,Sir'Dominic Pointer,Cleveland Cavaliers,10-day contract,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,2019-20,Sheldon Mac,Cleveland Cavaliers,10-day contract,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,2019-20,Paul Watson,Atlanta Hawks,10-day contract,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-27,2019-20,Mychal Mulder,Golden State Warriors,10-day contract followed by signing for the rest of season,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30,2019-20,Marques Bolden,Cleveland Cavaliers,10-day contract,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09,2019-20,Malik Newman,Cleveland Cavaliers,10-day contract,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,2019-20,Justin Anderson,Brooklyn Nets,10-day contract,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-11,2019-20,Josh Magette,Orlando Magic,10-day contract,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-12,2019-20,Jonah Bolden,Phoenix Suns,10-day contract,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-21,2019-20,Joe Chealey,Charlotte Hornets,Two 10-day contracts (only 1st date is shown),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,2019-20,Joakim Noah,Los Angeles Clippers,10-day contract followed by signing for the rest of season,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08,2019-20,Jeremy Pargo,Golden State Warriors,10-day contract,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-18,2019-20,Jeff Green,Houston Rockets,10-day contract followed by signing for the rest of season,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-27,2019-20,Jarrod Uthoff,Memphis Grizzlies,10-day contract,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09,2019-20,J.P. Macura,Cleveland Cavaliers,10-day contract,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,2019-20,Gary Clark,Orlando Magic,Two 10-day contracts followed by signing for the rest of season,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01,2019-20,Eric Mika,Sacramento Kings,10-day contract,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-21,2019-20,Dusty Hannahs,Memphis Grizzlies,10-day contract,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-23,2019-20,Dragan Bender,Golden State Warriors,Two 10-day contracts (only 1st date is shown),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-22,2019-20,Donta Hall,Detroit Pistons,Two 10-day contracts (only 1st date is shown),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-21,2019-20,Derrick Walton,Detroit Pistons,10-day contract,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-03,2019-20,Chasson Randle,Golden State Warriors,10-day contract,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,2019-20,Anthony Tolliver,Memphis Grizzlies,10-day contract followed by signing for the rest of season,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,2019-20,Alfonzo McKinnie,Cleveland Cavaliers,Two 10-day contracts followed by signing for the rest of season,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-08,2018-19,Tyler Zeller,Atlanta Hawks,10-day contract,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-22,2018-19,Terrence Jones,Houston Rockets,Two 10-day contracts (only 1st date is shown),2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
