Date,Player,Active,Team,Type,date,season,player_name,nba_team,contract_type
02/05/15,"Frazier, Tim",,Philadelphia 76ers,Two 10-day contracts (only 1st date is shown),2015-02-05,2014-15,"Frazier, Tim",Philadelphia 76ers,Two 10-day contracts (only 1st date is shown)
02/04/15,"Williams, Elliot",,Charlotte Hornets,10-day contract,2015-02-04,2014-15,"Williams, Elliot",Charlotte Hornets,10-day contract
02/04/15,"Douglas, Toney",,New Orleans Pelicans,Two 10-day contracts followed by signing for the rest of season,2015-02-04,2014-15,"Douglas, Toney",New Orleans Pelicans,Two 10-day contracts followed by signing for the rest of season
02/02/15,"Green, JaMychal",,Memphis Grizzlies,Two 10-day contracts followed by signing for the rest of season,2015-02-02,2014-15,"Green, JaMychal",Memphis Grizzlies,Two 10-day contracts followed by signing for the rest of season
02/02/15,"Lucas III, John",,Detroit Pistons,Two 10-day contracts followed by signing for the rest of season,2015-02-02,2014-15,"Lucas III, John",Detroit Pistons,Two 10-day contracts followed by signing for the rest of season
01/28/15,"Gutierrez, Jorge",,Milwaukee Bucks,Two 10-day contracts followed by signing for the rest of season,2015-01-28,2014-15,"Gutierrez, Jorge",Milwaukee Bucks,Two 10-day contracts followed by signing for the rest of season
01/28/15,"Johnson, Christapher",,Utah Jazz,10-day contract followed by signing for the rest of season,2015-01-28,2014-15,"Johnson, Christapher",Utah Jazz,10-day contract followed by signing for the rest of season
01/28/15,"Williams, Reggie",,San Antonio Spurs,Two 10-day contracts followed by signing for the rest of season,2015-01-28,2014-15,"Williams, Reggie",San Antonio Spurs,Two 10-day contracts followed by signing for the rest of season
01/27/15,"Brown, Lorenzo",,Minnesota Timberwolves,Two 10-day contracts followed by signing for the rest of season,2015-01-27,2014-15,"Brown, Lorenzo",Minnesota Timberwolves,Two 10-day contracts followed by signing for the rest of season
01/23/15,"Dawkins, Andre",,Boston Celtics,Two 10-day contracts (only 1st date is shown),2015-01-23,2014-15,"Dawkins, Andre",Boston Celtics,Two 10-day contracts (only 1st date is shown)
01/22/15,"Thomas, Tyrus",,Memphis Grizzlies,10-day contract,2015-01-22,2014-15,"Thomas, Tyrus",Memphis Grizzlies,10-day contract
01/19/15,"McAdoo, James Michael",,Golden State Warriors,Two 10-day contracts followed by signing for the rest of season,2015-01-19,2014-15,"McAdoo, James Michael",Golden State Warriors,Two 10-day contracts followed by signing for the rest of season
01/18/15,"Green, JaMychal",,San Antonio Spurs,10-day contract,2015-01-18,2014-15,"Green, JaMychal",San Antonio Spurs,10-day contract
01/17/15,"Miller, Quincy",,Sacramento Kings,Two 10-day contracts (only 1st date is shown),2015-01-17,2014-15,"Miller, Quincy",Sacramento Kings,Two 10-day contracts (only 1st date is shown)
01/16/15,"Drew II, Larry",,Philadelphia 76ers,Two 10-day contracts (only 1st date is shown),2015-01-16,2014-15,"Drew II, Larry",Philadelphia 76ers,Two 10-day contracts (only 1st date is shown)
01/14/15,"Wolters, Nate",,New Orleans Pelicans,Two 10-day contracts (only 1st date is shown),2015-01-14,2014-15,"Wolters, Nate",New Orleans Pelicans,Two 10-day contracts (only 1st date is shown)
01/14/15,"Jones, Dahntay",,Los Angeles Clippers,Two 10-day contracts followed by signing for the rest of season,2015-01-14,2014-15,"Jones, Dahntay",Los Angeles Clippers,Two 10-day contracts followed by signing for the rest of season
01/12/15,"Johnson, Tyler",,Miami Heat,Two 10-day contracts followed by signing for the rest of season,2015-01-12,2014-15,"Johnson, Tyler",Miami Heat,Two 10-day contracts followed by signing for the rest of season
01/10/15,"Thomas, Lance",,New York Knicks,Two 10-day contracts followed by signing for the rest of season,2015-01-10,2014-15,"Thomas, Lance",New York Knicks,Two 10-day contracts followed by signing for the rest of season
01/10/15,"Amundson, Louis",,New York Knicks,Two 10-day contracts followed by signing for the rest of season,2015-01-10,2014-15,"Amundson, Louis",New York Knicks,Two 10-day contracts followed by signing for the rest of season
01/09/15,"Martin, Kenyon",,Milwaukee Bucks,Two 10-day contracts followed by signing for the rest of season,2015-01-09,2014-15,"Martin, Kenyon",Milwaukee Bucks,Two 10-day contracts followed by signing for the rest of season
01/08/15,"Raduljica, Miroslav",,Minnesota Timberwolves,Two 10-day contracts (only 1st date is shown),2015-01-08,2014-15,"Raduljica, Miroslav",Minnesota Timberwolves,Two 10-day contracts (only 1st date is shown)
01/07/15,"Williams, Elliot",,Utah Jazz,Two 10-day contracts (only 1st date is shown),2015-01-07,2014-15,"Williams, Elliot",Utah Jazz,Two 10-day contracts (only 1st date is shown)
01/07/15,"Galloway, Langston",,New York Knicks,Two 10-day contracts followed by signing for the rest of season,2015-01-07,2014-15,"Galloway, Langston",New York Knicks,Two 10-day contracts followed by signing for the rest of season
01/05/15,"Millsap, Elijah",,Utah Jazz,Two 10-day contracts followed by signing for the rest of season,2015-01-05,2014-15,"Millsap, Elijah",Utah Jazz,Two 10-day contracts followed by signing for the rest of season
04/07/14,"Thomas, Adonis",,Philadelphia 76ers,10-day contract,2014-04-07,2013-14,"Thomas, Adonis",Philadelphia 76ers,10-day contract
04/03/14,"James, Damion",,San Antonio Spurs,10-day contract followed by signing for the rest of season,2014-04-03,2013-14,"James, Damion",San Antonio Spurs,10-day contract followed by signing for the rest of season
03/31/14,"Cunningham, Jared",,Sacramento Kings,Two 10-day contracts followed by signing for the rest of season,2014-03-31,2013-14,"Cunningham, Jared",Sacramento Kings,Two 10-day contracts followed by signing for the rest of season
03/30/14,"Armstrong, Hilton",,Golden State Warriors,10-day contract,2014-03-30,2013-14,"Armstrong, Hilton",Golden State Warriors,10-day contract
03/26/14,"Stephens, D.J.",,Milwaukee Bucks,10-day contract,2014-03-26,2013-14,"Stephens, D.J.",Milwaukee Bucks,10-day contract
03/24/14,"Ware, Casper",,Philadelphia 76ers,Two 10-day contracts followed by signing for the rest of season,2014-03-24,2013-14,"Ware, Casper",Philadelphia 76ers,Two 10-day contracts followed by signing for the rest of season
03/21/14,"White, DJ",,Charlotte Bobcats,Two 10-day contracts followed by signing for the rest of season,2014-03-21,2013-14,"White, DJ",Charlotte Bobcats,Two 10-day contracts followed by signing for the rest of season
03/21/14,"Curry, Seth",,Cleveland Cavaliers,10-day contract,2014-03-21,2013-14,"Curry, Seth",Cleveland Cavaliers,10-day contract
03/17/14,"Nunnally, James",,Philadelphia 76ers,Two 10-day contracts (only 1st date is shown),2014-03-17,2013-14,"Nunnally, James",Philadelphia 76ers,Two 10-day contracts (only 1st date is shown)
03/16/14,"Shakur, Mustafa",,Oklahoma City Thunder,10-day contract,2014-03-16,2013-14,"Shakur, Mustafa",Oklahoma City Thunder,10-day contract
03/14/14,"Wright, Chris",,Milwaukee Bucks,Two 10-day contracts followed by signing for the rest of season,2014-03-14,2013-14,"Wright, Chris",Milwaukee Bucks,Two 10-day contracts followed by signing for the rest of season
03/14/14,"Johnson-Odom, Darius",,Philadelphia 76ers,10-day contract,2014-03-14,2013-14,"Johnson-Odom, Darius",Philadelphia 76ers,10-day contract
03/12/14,"Edwards, Shane",,Cleveland Cavaliers,10-day contract,2014-03-12,2013-14,"Edwards, Shane",Cleveland Cavaliers,10-day contract
03/06/14,"Gutierrez, Jorge",,Brooklyn Nets,Two 10-day contracts followed by signing for the rest of season,2014-03-06,2013-14,"Gutierrez, Jorge",Brooklyn Nets,Two 10-day contracts followed by signing for the rest of season
03/06/14,"Williams, Reggie",,Oklahoma City Thunder,Two 10-day contracts (only 1st date is shown),2014-03-06,2013-14,"Williams, Reggie",Oklahoma City Thunder,Two 10-day contracts (only 1st date is shown)
03/06/14,"White, Royce",,Sacramento Kings,Two 10-day contracts (only 1st date is shown),2014-03-06,2013-14,"White, Royce",Sacramento Kings,Two 10-day contracts (only 1st date is shown)
03/04/14,"Hamilton, Justin",,Charlotte Bobcats,10-day contract,2014-03-04,2013-14,"Hamilton, Justin",Charlotte Bobcats,10-day contract
03/04/14,"Mitchell, Tony",,Milwaukee Bucks,10-day contract,2014-03-04,2013-14,"Mitchell, Tony",Milwaukee Bucks,10-day contract
03/01/14,"Varnado, Jarvis",,Philadelphia 76ers,10-day contract followed by signing for the rest of season,2014-03-01,2013-14,"Varnado, Jarvis",Philadelphia 76ers,10-day contract followed by signing for the rest of season
02/28/14,"Babb, Chris",,Boston Celtics,Two 10-day contracts followed by signing for the rest of season,2014-02-28,2013-14,"Babb, Chris",Boston Celtics,Two 10-day contracts followed by signing for the rest of season
02/27/14,"Clark, Earl",,New York Knicks,Two 10-day contracts (only 1st date is shown),2014-02-27,2013-14,"Clark, Earl",New York Knicks,Two 10-day contracts (only 1st date is shown)
02/27/14,"Brown, Shannon",,New York Knicks,Two 10-day contracts followed by signing for the rest of season,2014-02-27,2013-14,"Brown, Shannon",New York Knicks,Two 10-day contracts followed by signing for the rest of season
02/26/14,"Gooden, Drew",,Washington Wizards,Two 10-day contracts followed by signing for the rest of season,2014-02-26,2013-14,"Gooden, Drew",Washington Wizards,Two 10-day contracts followed by signing for the rest of season
02/26/14,"Johnson, Orlando",,Sacramento Kings,Two 10-day contracts (only 1st date is shown),2014-02-26,2013-14,"Johnson, Orlando",Sacramento Kings,Two 10-day contracts (only 1st date is shown)
02/25/14,"Thomas, Adonis",,Orlando Magic,Two 10-day contracts (only 1st date is shown),2014-02-25,2013-14,"Thomas, Adonis",Orlando Magic,Two 10-day contracts (only 1st date is shown)
02/25/14,"Dedmon, Dewayne",,Orlando Magic,Two 10-day contracts followed by signing for the rest of season,2014-02-25,2013-14,"Dedmon, Dewayne",Orlando Magic,Two 10-day contracts followed by signing for the rest of season
02/25/14,"Liggins, DeAndre",,Miami Heat,Two 10-day contracts (only 1st date is shown),2014-02-25,2013-14,"Liggins, DeAndre",Miami Heat,Two 10-day contracts (only 1st date is shown)
02/23/14,"Collins, Jason",,Brooklyn Nets,Two 10-day contracts followed by signing for the rest of season,2014-02-23,2013-14,"Collins, Jason",Brooklyn Nets,Two 10-day contracts followed by signing for the rest of season
02/22/14,"Armstrong, Hilton",,Golden State Warriors,Two 10-day contracts followed by signing for the rest of season,2014-02-22,2013-14,"Armstrong, Hilton",Golden State Warriors,Two 10-day contracts followed by signing for the rest of season
02/22/14,"Pittman, Dexter",,Atlanta Hawks,10-day contract,2014-02-22,2013-14,"Pittman, Dexter",Atlanta Hawks,10-day contract
02/22/14,"Onuaku, Arinze",,Cleveland Cavaliers,Two 10-day contracts (only 1st date is shown),2014-02-22,2013-14,"Onuaku, Arinze",Cleveland Cavaliers,Two 10-day contracts (only 1st date is shown)
02/18/14,"Varnado, Jarvis",,Chicago Bulls,10-day contract,2014-02-18,2013-14,"Varnado, Jarvis",Chicago Bulls,10-day contract
02/06/14,"Williams, Shawne",,Los Angeles Lakers,10-day contract,2014-02-06,2013-14,"Williams, Shawne",Los Angeles Lakers,10-day contract
02/03/14,"Morris, Darius",,Memphis Grizzlies,10-day contract,2014-02-03,2013-14,"Morris, Darius",Memphis Grizzlies,10-day contract
02/03/14,"Vujacic, Sasha",,Los Angeles Clippers,10-day contract,2014-02-03,2013-14,"Vujacic, Sasha",Los Angeles Clippers,10-day contract
02/01/14,"Brown, Shannon",,San Antonio Spurs,Two 10-day contracts (only 1st date is shown),2014-02-01,2013-14,"Brown, Shannon",San Antonio Spurs,Two 10-day contracts (only 1st date is shown)
02/01/14,"Martin, Cartier",,Atlanta Hawks,10-day contract followed by signing for the rest of season,2014-02-01,2013-14,"Martin, Cartier",Atlanta Hawks,10-day contract followed by signing for the rest of season
01/24/14,"Jeffers, Othyus",,San Antonio Spurs,10-day contract,2014-01-24,2013-14,"Jeffers, Othyus",San Antonio Spurs,10-day contract
01/22/14,"James, Mike",,Chicago Bulls,10-day contract followed by signing for the rest of season,2014-01-22,2013-14,"James, Mike",Chicago Bulls,10-day contract followed by signing for the rest of season
01/22/14,"Blue, Vander",,Boston Celtics,10-day contract,2014-01-22,2013-14,"Blue, Vander",Boston Celtics,10-day contract
01/17/14,"Johnson, Christapher",,Boston Celtics,10-day contract followed by signing for the rest of season,2014-01-17,2013-14,"Johnson, Christapher",Boston Celtics,10-day contract followed by signing for the rest of season
01/16/14,"Harris, Manny",,Los Angeles Lakers,Two 10-day contracts (only 1st date is shown),2014-01-16,2013-14,"Harris, Manny",Los Angeles Lakers,Two 10-day contracts (only 1st date is shown)
01/16/14,"Ivey, Royal",,Oklahoma City Thunder,10-day contract,2014-01-16,2013-14,"Ivey, Royal",Oklahoma City Thunder,10-day contract
01/14/14,"Dedmon, Dewayne",,Philadelphia 76ers,Two 10-day contracts (only 1st date is shown),2014-01-14,2013-14,"Dedmon, Dewayne",Philadelphia 76ers,Two 10-day contracts (only 1st date is shown)
01/11/14,"Nunnally, James",,Atlanta Hawks,Two 10-day contracts (only 1st date is shown),2014-01-11,2013-14,"Nunnally, James",Atlanta Hawks,Two 10-day contracts (only 1st date is shown)
01/11/14,"Nunnally, James",,Atlanta Hawks,Two 10-day contracts (only 1st date is shown),2014-01-11,2013-14,"Nunnally, James",Atlanta Hawks,Two 10-day contracts (only 1st date is shown)
01/10/14,"Martin, Cartier",,Chicago Bulls,Two 10-day contracts (only 1st date is shown),2014-01-10,2013-14,"Martin, Cartier",Chicago Bulls,Two 10-day contracts (only 1st date is shown)
01/08/14,"Wayns, Maalik",,Los Angeles Clippers,10-day contract,2014-01-08,2013-14,"Wayns, Maalik",Los Angeles Clippers,10-day contract
01/08/14,"Barbosa, Leandro",,Phoenix Suns,Two 10-day contracts followed by signing for the rest of season,2014-01-08,2013-14,"Barbosa, Leandro",Phoenix Suns,Two 10-day contracts followed by signing for the rest of season
01/06/14,"Morris, Darius",,Los Angeles Clippers,Two 10-day contracts (only 1st date is shown),2014-01-06,2013-14,"Morris, Darius",Los Angeles Clippers,Two 10-day contracts (only 1st date is shown)
04/07/13,"Machado, Scott",,Golden State Warriors,10-day contract followed by signing for the rest of season,2013-04-07,2012-13,"Machado, Scott",Golden State Warriors,10-day contract followed by signing for the rest of season
04/03/13,"Akognon, Josh",,Dallas Mavericks,10-day contract followed by signing for the rest of season,2013-04-03,2012-13,"Akognon, Josh",Dallas Mavericks,10-day contract followed by signing for the rest of season
04/02/13,"Joseph, Kris",,Brooklyn Nets,10-day contract followed by signing for the rest of season,2013-04-02,2012-13,"Joseph, Kris",Brooklyn Nets,10-day contract followed by signing for the rest of season
03/27/13,"McNeal, Jerel",,Utah Jazz,10-day contract followed by signing for the rest of season,2013-03-27,2012-13,"McNeal, Jerel",Utah Jazz,10-day contract followed by signing for the rest of season
03/25/13,"Dentmon, Justin",,Dallas Mavericks,10-day contract,2013-03-25,2012-13,"Dentmon, Justin",Dallas Mavericks,10-day contract
03/19/13,"Thomas, Malcolm",,Chicago Bulls,Two 10-day contracts followed by signing for the rest of season,2013-03-19,2012-13,"Thomas, Malcolm",Chicago Bulls,Two 10-day contracts followed by signing for the rest of season
03/15/13,"Summers, DaJuan",,Los Angeles Clippers,Two 10-day contracts followed by signing for the rest of season,2013-03-15,2012-13,"Summers, DaJuan",Los Angeles Clippers,Two 10-day contracts followed by signing for the rest of season
03/14/13,"Pargo, Jannero",,Charlotte Bobcats,Two 10-day contracts followed by signing for the rest of season,2013-03-14,2012-13,"Pargo, Jannero",Charlotte Bobcats,Two 10-day contracts followed by signing for the rest of season
03/13/13,"Wright, Chris",,Dallas Mavericks,10-day contract,2013-03-13,2012-13,"Wright, Chris",Dallas Mavericks,10-day contract
03/10/13,"Leslie, Travis",,Utah Jazz,10-day contract,2013-03-10,2012-13,"Leslie, Travis",Utah Jazz,10-day contract
03/09/13,"Wayns, Maalik",,Los Angeles Clippers,Two 10-day contracts followed by signing for the rest of season,2013-03-09,2012-13,"Wayns, Maalik",Los Angeles Clippers,Two 10-day contracts followed by signing for the rest of season
03/08/13,"Harris, Terrel",,New Orleans Hornets,Two 10-day contracts followed by signing for the rest of season,2013-03-08,2012-13,"Harris, Terrel",New Orleans Hornets,Two 10-day contracts followed by signing for the rest of season
03/08/13,"Thomas, Malcolm",,Golden State Warriors,10-day contract,2013-03-08,2012-13,"Thomas, Malcolm",Golden State Warriors,10-day contract
03/06/13,"Mack, Shelvin",,Atlanta Hawks,Two 10-day contracts followed by signing for the rest of season,2013-03-06,2012-13,"Mack, Shelvin",Atlanta Hawks,Two 10-day contracts followed by signing for the rest of season
03/03/13,"Sims, Henry",,New Orleans Hornets,10-day contract,2013-03-03,2012-13,"Sims, Henry",New Orleans Hornets,10-day contract
03/02/13,"Amundson, Louis",,Chicago Bulls,10-day contract,2013-03-02,2012-13,"Amundson, Louis",Chicago Bulls,10-day contract
03/02/13,"Howard, Juwan",,Miami Heat,Two 10-day contracts followed by signing for the rest of season,2013-03-02,2012-13,"Howard, Juwan",Miami Heat,Two 10-day contracts followed by signing for the rest of season
03/01/13,"Randolph, Shavlik",,Boston Celtics,Two 10-day contracts followed by signing for the rest of season,2013-03-01,2012-13,"Randolph, Shavlik",Boston Celtics,Two 10-day contracts followed by signing for the rest of season
02/28/13,"White, DJ",,Boston Celtics,Two 10-day contracts followed by signing for the rest of season,2013-02-28,2012-13,"White, DJ",Boston Celtics,Two 10-day contracts followed by signing for the rest of season
02/23/13,"Martin, Kenyon",,New York Knicks,Two 10-day contracts followed by signing for the rest of season,2013-02-23,2012-13,"Martin, Kenyon",New York Knicks,Two 10-day contracts followed by signing for the rest of season
02/20/13,"Williams, Terrence",,Boston Celtics,10-day contract followed by signing for the rest of season,2013-02-20,2012-13,"Williams, Terrence",Boston Celtics,10-day contract followed by signing for the rest of season
02/07/13,"Pargo, Jeremy",,Philadelphia 76ers,10-day contract followed by signing for the rest of season,2013-02-07,2012-13,"Pargo, Jeremy",Philadelphia 76ers,10-day contract followed by signing for the rest of season
01/23/13,"Johnson, Christapher",,Memphis Grizzlies,Two 10-day contracts (only 1st date is shown),2013-01-23,2012-13,"Johnson, Christapher",Memphis Grizzlies,Two 10-day contracts (only 1st date is shown)
01/21/13,"Pargo, Jannero",,Atlanta Hawks,Two 10-day contracts (only 1st date is shown),2013-01-21,2012-13,"Pargo, Jannero",Atlanta Hawks,Two 10-day contracts (only 1st date is shown)
01/20/13,"Andersen, Chris",,Miami Heat,Two 10-day contracts followed by signing for the rest of season,2013-01-20,2012-13,"Andersen, Chris",Miami Heat,Two 10-day contracts followed by signing for the rest of season
01/19/13,"Gelabale, Mickael",,Minnesota Timberwolves,Two 10-day contracts followed by signing for the rest of season,2013-01-19,2012-13,"Gelabale, Mickael",Minnesota Timberwolves,Two 10-day contracts followed by signing for the rest of season
01/19/13,"Johnson, Chris",,Minnesota Timberwolves,Two 10-day contracts followed by signing for the rest of season,2013-01-19,2012-13,"Johnson, Chris",Minnesota Timberwolves,Two 10-day contracts followed by signing for the rest of season
01/17/13,"Mack, Shelvin",,Philadelphia 76ers,Two 10-day contracts (only 1st date is shown),2013-01-17,2012-13,"Mack, Shelvin",Philadelphia 76ers,Two 10-day contracts (only 1st date is shown)
01/13/13,"James, Damion",,Brooklyn Nets,10-day contract,2013-01-13,2012-13,"James, Damion",Brooklyn Nets,10-day contract
01/10/13,"Harrellson, Josh",,Miami Heat,10-day contract,2013-01-10,2012-13,"Harrellson, Josh",Miami Heat,10-day contract
01/09/13,"Varnado, Jarvis",,Miami Heat,Two 10-day contracts followed by signing for the rest of season,2013-01-09,2012-13,"Varnado, Jarvis",Miami Heat,Two 10-day contracts followed by signing for the rest of season
01/08/13,"James, Mike",,Dallas Mavericks,Two 10-day contracts followed by signing for the rest of season,2013-01-08,2012-13,"James, Mike",Dallas Mavericks,Two 10-day contracts followed by signing for the rest of season
01/08/13,"Wayns, Maalik",,Philadelphia 76ers,10-day contract,2013-01-08,2012-13,"Wayns, Maalik",Philadelphia 76ers,10-day contract
01/08/13,"Hayward, Lazar",,Minnesota Timberwolves,10-day contract,2013-01-08,2012-13,"Hayward, Lazar",Minnesota Timberwolves,10-day contract
01/07/13,"Sloan, Donald",,New Orleans Hornets,10-day contract,2013-01-07,2012-13,"Sloan, Donald",New Orleans Hornets,10-day contract
01/07/13,"McGuire, Dominic",,Indiana Pacers,Two 10-day contracts (only 1st date is shown),2013-01-07,2012-13,"McGuire, Dominic",Indiana Pacers,Two 10-day contracts (only 1st date is shown)
04/18/12,"Watkins, Darryl",,New Orleans Hornets,10-day contract,2012-04-18,2011-12,"Watkins, Darryl",New Orleans Hornets,10-day contract
04/16/12,"Almond, Morris",,Washington Wizards,10-day contract followed by signing for the rest of season,2012-04-16,2011-12,"Almond, Morris",Washington Wizards,10-day contract followed by signing for the rest of season
04/10/12,"Dyson, Jerome",,New Orleans Hornets,10-day contract,2012-04-10,2011-12,"Dyson, Jerome",New Orleans Hornets,10-day contract
04/09/12,"Johnson, Armon",,New Jersey Nets,10-day contract followed by signing for the rest of season,2012-04-09,2011-12,"Johnson, Armon",New Jersey Nets,10-day contract followed by signing for the rest of season
04/09/12,"Ahearn, Blake",,Utah Jazz,10-day contract,2012-04-09,2011-12,"Ahearn, Blake",Utah Jazz,10-day contract
04/06/12,"Dentmon, Justin",,Toronto Raptors,10-day contract,2012-04-06,2011-12,"Dentmon, Justin",Toronto Raptors,10-day contract
04/05/12,"Singleton, James",,Washington Wizards,10-day contract followed by signing for the rest of season,2012-04-05,2011-12,"Singleton, James",Washington Wizards,10-day contract followed by signing for the rest of season
03/30/12,"Hudson, Lester",,Cleveland Cavaliers,Two 10-day contracts (only 1st date is shown),2012-03-30,2011-12,"Hudson, Lester",Cleveland Cavaliers,Two 10-day contracts (only 1st date is shown)
03/30/12,"Horner, Dennis",,New Jersey Nets,10-day contract,2012-03-30,2011-12,"Horner, Dennis",New Jersey Nets,10-day contract
03/28/12,"Martin, Cartier",,Washington Wizards,Two 10-day contracts followed by signing for the rest of season,2012-03-28,2011-12,"Martin, Cartier",Washington Wizards,Two 10-day contracts followed by signing for the rest of season
03/27/12,"Uzoh, Ben",,Toronto Raptors,Two 10-day contracts followed by signing for the rest of season,2012-03-27,2011-12,"Uzoh, Ben",Toronto Raptors,Two 10-day contracts followed by signing for the rest of season
03/27/12,"Thomas, Malcolm",,Houston Rockets,10-day contract,2012-03-27,2011-12,"Thomas, Malcolm",Houston Rockets,10-day contract
03/26/12,"Boykins, Earl",,Houston Rockets,Two 10-day contracts followed by signing for the rest of season,2012-03-26,2011-12,"Boykins, Earl",Houston Rockets,Two 10-day contracts followed by signing for the rest of season
03/26/12,"Anderson, Alan",,Toronto Raptors,Two 10-day contracts followed by signing for the rest of season,2012-03-26,2011-12,"Anderson, Alan",Toronto Raptors,Two 10-day contracts followed by signing for the rest of season
03/24/12,"Dentmon, Justin",,San Antonio Spurs,10-day contract,2012-03-24,2011-12,"Dentmon, Justin",San Antonio Spurs,10-day contract
03/24/12,"Benson, Keith",,Golden State Warriors,10-day contract,2012-03-24,2011-12,"Benson, Keith",Golden State Warriors,10-day contract
03/22/12,"Gladness, Mickell",,Golden State Warriors,10-day contract followed by signing for the rest of season,2012-03-22,2011-12,"Gladness, Mickell",Golden State Warriors,10-day contract followed by signing for the rest of season
03/21/12,"Williams, Terrence",,Sacramento Kings,10-day contract followed by signing for the rest of season,2012-03-21,2011-12,"Williams, Terrence",Sacramento Kings,10-day contract followed by signing for the rest of season
03/18/12,"Ubiles, Edwin",,Washington Wizards,10-day contract,2012-03-18,2011-12,"Ubiles, Edwin",Washington Wizards,10-day contract
03/17/12,"Fortson, Courtney",,Houston Rockets,10-day contract followed by signing for the rest of season,2012-03-17,2011-12,"Fortson, Courtney",Houston Rockets,10-day contract followed by signing for the rest of season
03/16/12,"Sloan, Donald",,Cleveland Cavaliers,10-day contract,2012-03-16,2011-12,"Sloan, Donald",Cleveland Cavaliers,10-day contract
03/16/12,"Smith, Jerry",,New Jersey Nets,10-day contract,2012-03-16,2011-12,"Smith, Jerry",New Jersey Nets,10-day contract
03/09/12,"Foote, Jeff",,New Orleans Hornets,10-day contract,2012-03-09,2011-12,"Foote, Jeff",New Orleans Hornets,10-day contract
02/27/12,"Simmons, Bobby",,Los Angeles Clippers,Two 10-day contracts followed by signing for the rest of season,2012-02-27,2011-12,"Simmons, Bobby",Los Angeles Clippers,Two 10-day contracts followed by signing for the rest of season
02/27/12,"Green, Gerald",,New Jersey Nets,Two 10-day contracts followed by signing for the rest of season,2012-02-27,2011-12,"Green, Gerald",New Jersey Nets,Two 10-day contracts followed by signing for the rest of season
02/21/12,"Harris, Manny",,Cleveland Cavaliers,Two 10-day contracts followed by signing for the rest of season,2012-02-21,2011-12,"Harris, Manny",Cleveland Cavaliers,Two 10-day contracts followed by signing for the rest of season
02/20/12,"Dawson, Eric",,San Antonio Spurs,Two 10-day contracts (only 1st date is shown),2012-02-20,2011-12,"Dawson, Eric",San Antonio Spurs,Two 10-day contracts (only 1st date is shown)
02/15/12,"Jones, Solomon",,New Orleans Hornets,Two 10-day contracts (only 1st date is shown),2012-02-15,2011-12,"Jones, Solomon",New Orleans Hornets,Two 10-day contracts (only 1st date is shown)
02/14/12,"James, Mike",,Chicago Bulls,Two 10-day contracts followed by signing for the rest of season,2012-02-14,2011-12,"James, Mike",Chicago Bulls,Two 10-day contracts followed by signing for the rest of season
02/14/12,"Emmett, Andre",,New Jersey Nets,10-day contract,2012-02-14,2011-12,"Emmett, Andre",New Jersey Nets,10-day contract
02/12/12,"Gladness, Mickell",,Miami Heat,Two 10-day contracts (only 1st date is shown),2012-02-12,2011-12,"Gladness, Mickell",Miami Heat,Two 10-day contracts (only 1st date is shown)
02/11/12,"Elson, Francisco",,Philadelphia 76ers,Two 10-day contracts (only 1st date is shown),2012-02-11,2011-12,"Elson, Francisco",Philadelphia 76ers,Two 10-day contracts (only 1st date is shown)
02/10/12,"Uzoh, Ben",,Cleveland Cavaliers,10-day contract,2012-02-10,2011-12,"Uzoh, Ben",Cleveland Cavaliers,10-day contract
02/09/12,"Dampier, Erick",,Atlanta Hawks,Two 10-day contracts followed by signing for the rest of season,2012-02-09,2011-12,"Dampier, Erick",Atlanta Hawks,Two 10-day contracts followed by signing for the rest of season
02/08/12,"Sloan, Donald",,New Orleans Hornets,Two 10-day contracts (only 1st date is shown),2012-02-08,2011-12,"Sloan, Donald",New Orleans Hornets,Two 10-day contracts (only 1st date is shown)
02/06/12,"Thomas, Lance",,New Orleans Hornets,Two 10-day contracts followed by signing for the rest of season,2012-02-06,2011-12,"Thomas, Lance",New Orleans Hornets,Two 10-day contracts followed by signing for the rest of season
04/05/11,"Daniels, Antonio",,Philadelphia 76ers,10-day contract,2011-04-05,2010-11,"Daniels, Antonio",Philadelphia 76ers,10-day contract
03/31/11,"West, Mario",,New Jersey Nets,10-day contract followed by signing for the rest of season,2011-03-31,2010-11,"West, Mario",New Jersey Nets,10-day contract followed by signing for the rest of season
03/30/11,"Weaver, Kyle",,Utah Jazz,10-day contract,2011-03-30,2010-11,"Weaver, Kyle",Utah Jazz,10-day contract
03/26/11,"Ewing, Patrick",,New Orleans Hornets,10-day contract followed by signing for the rest of season,2011-03-26,2010-11,"Ewing, Patrick",New Orleans Hornets,10-day contract followed by signing for the rest of season
03/23/11,"Harris, Mike",,Houston Rockets,Two 10-day contracts (only 1st date is shown),2011-03-23,2010-11,"Harris, Mike",Houston Rockets,Two 10-day contracts (only 1st date is shown)
03/17/11,"Jeffers, Othyus",,Washington Wizards,Two 10-day contracts followed by signing for the rest of season,2011-03-17,2010-11,"Jeffers, Othyus",Washington Wizards,Two 10-day contracts followed by signing for the rest of season
03/09/11,"Cousin, Marcus",,Utah Jazz,10-day contract,2011-03-09,2010-11,"Cousin, Marcus",Utah Jazz,10-day contract
03/09/11,"McNeal, Jerel",,New Orleans Hornets,10-day contract,2011-03-09,2010-11,"McNeal, Jerel",New Orleans Hornets,10-day contract
